Network_Latency_ms,Packet_Loss_%,Temperature_C,Vibration_Hz,Power_Consumption_kW,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
44.459,4.062,60.174,1.938,3.274,2.137,268.149,0.827,9.885,1
44.684,1.719,50.127,2.07,9.88,5.957,276.155,0.704,8.959,1
21.753,3.32,33.013,2.192,6.338,2.306,435.803,0.538,0.045,0
19.807,3.807,66.678,3.321,5.463,2.906,285.68,0.073,7.252,1
16.958,4.467,41.306,1.401,8.54,7.825,432.741,0.631,5.157,1
23.868,1.368,62.277,4.564,8.634,3.96,76.924,0.697,8.057,1
16.949,3.325,60.67,2.691,5.615,2.341,105.113,0.369,13.567,1
12.462,3.857,85.853,3.22,9.938,6.541,63.228,0.732,9.345,1
1.515,4.581,82.433,1.924,8.585,1.529,392.193,0.721,6.809,1
10.961,1.168,56.981,0.38,2.506,8.27,347.77,0.008,9.275,1
22.935,2.11,68.225,2.29,7.792,5.425,459.001,0.879,5.186,1
15.532,3.555,30.995,4.088,3.692,2.477,180.613,0.76,6.676,1
39.777,0.53,69.958,1.741,5.816,4.805,150.935,0.445,12.613,1
6.903,2.736,76.873,0.98,8.45,4.034,254.237,0.092,4.078,2
43.069,2.359,45.518,4.005,8.751,3.068,352.831,0.269,10.369,1
14.512,1.877,58.819,4.064,6.496,4.883,477.611,0.188,3.147,2
43.439,1.243,39.288,3.212,7.575,6.885,105.339,0.68,4.66,1
47.881,4.676,74.587,0.829,2.032,2.834,299.769,0.179,0.407,2
26.547,2.322,65.716,3.765,1.756,0.228,241.109,0.919,4.707,2
42.863,0.184,74.083,4.202,2.267,9.3,401.006,0.918,4.503,2
9.947,1.415,74.752,4.216,3.453,9.923,352.039,0.937,12.675,1
30.185,3.862,34.712,4.214,4.417,0.941,497.984,0.98,2.375,2
43.118,2.234,80.849,1.347,8.651,7.296,231.66,0.458,7.284,1
47.599,3.3,76.524,2.957,6.642,0.014,144.428,0.162,13.925,1
38.002,4.37,46.234,0.697,4.01,2.562,361.688,0.071,7.76,1
47.41,2.069,59.04,4.522,8.404,3.059,57.79,0.516,9.598,1
25.368,3.249,31.278,3.58,8.516,0.433,457.975,0.161,9.226,1
15.206,3.934,88.201,4.64,9.489,0.271,351.29,0.904,6.91,1
14.357,1.753,54.202,2.428,8.364,6.414,81.653,0.782,14.712,1
19.131,1.374,86.661,0.862,9.487,8.565,217.464,0.026,12.42,1
20.753,4.173,82.33,1.775,5.188,0.842,169.75,0.019,4.062,1
9.856,3.376,66.115,3.677,5.205,2.93,383.938,0.83,11.431,1
38.435,1.925,66.627,3.235,6.775,1.987,128.692,0.483,7.049,1
15.791,0.984,81.746,3.748,8.675,6.221,349.8,0.745,4.107,2
24.311,1.571,87.779,1.862,7.055,0.932,326.504,0.925,8.461,1
10.461,2.857,76.329,3.973,4.751,6.748,288.786,0.669,4.916,2
24.953,0.794,61.559,2.997,8.017,9.576,148.363,0.045,7.434,1
37.636,1.868,59.072,3.815,8.151,6.459,144.349,0.392,14.541,1
21.053,0.805,42.133,1.473,4.374,6.734,290.608,0.156,7.795,1
44.62,0.716,49.3,4.852,1.846,0.422,58.363,0.77,13.333,1
5.647,4.409,85.494,3.788,4.822,6.188,410.299,0.484,5.948,1
20.676,1.787,53.224,1.437,3.482,8.831,99.591,0.807,10.758,1
27.645,1.09,57.992,1.243,5.579,5.801,402.304,0.52,7.932,1
34.649,3.439,36.317,3.557,4.053,4.371,306.368,0.141,6.652,1
15.04,0.482,62.949,2.594,5.626,6.92,471.892,0.111,14.993,1
39.409,3.533,54.183,1.99,5.507,7.753,96.176,0.565,5.445,1
37.129,4.144,51.901,4.682,4.384,4.781,72.287,0.369,5.635,1
45.398,2.254,80.887,2.664,7.932,5.304,115.874,0.248,2.935,1
19.82,0.28,35.41,1.738,2.98,9.496,83.228,0.491,11.518,1
5.568,3.023,33.434,4.154,9.324,1.392,52.555,0.339,4.389,1
19.509,1.273,51.825,3.873,6.263,3.457,101.1,0.167,11.087,1
48.072,0.974,42.873,4.009,2.53,5.002,462.657,0.891,4.037,2
13.499,1.369,55.732,3.064,3.008,7.984,249.684,0.556,13.32,1
25.018,4.112,85.114,4.037,2.564,3.587,142.954,0.176,8.647,1
20.723,0.218,64.189,0.473,4.653,9.538,404.348,0.816,14.356,1
19.663,3.428,49.145,3.923,9.152,4.712,130.904,0.011,7.315,1
37.128,2.745,58.006,0.25,1.621,2.647,470.309,0.382,14.033,1
40.337,4.987,46.758,1.603,4.411,4.032,349.013,0.574,14.35,1
22.948,4.02,35.787,2.698,8.391,9.313,203.517,0.228,14.816,1
2.301,3.874,48.965,1.083,5.501,8.779,272.565,0.459,7.272,1
15.74,0.728,69.029,3.911,9.311,8.529,232.562,0.12,14.558,1
35.097,1.209,39.891,3.371,3.979,5.828,251.656,0.617,10.818,1
15.341,1.281,72.696,2.096,9.632,9.115,336.988,0.265,7.486,1
21.553,1.783,89.648,4.586,3.837,1.823,246.771,0.946,6.947,1
29.086,3.234,60.707,0.74,9.056,9.06,66.529,0.826,5.779,1
20.745,1.239,83.187,0.637,8.523,1.487,206.664,0.313,0.08,2
48.58,1.376,79.234,3.246,1.792,5.488,395.409,0.682,13.896,1
18.494,3.163,81.356,0.393,9.896,3.084,279.878,0.2,3.111,2
26.238,3.398,66.529,1.77,2.77,7.324,250.716,0.892,6.861,1
5.87,4.533,75.183,0.746,8.643,6.547,393.599,0.78,2.404,2
12.874,3.376,43.802,0.725,9.936,3.748,74.398,0.341,1.462,1
43.689,0.316,58.249,2.387,6.907,5.736,369.448,0.309,3.465,2
26.127,1.138,61.542,2.863,3.964,5.532,241.383,0.689,0.875,2
2.305,1.497,43.375,0.331,4.81,4.81,250.007,0.6,7.842,1
23.049,2.563,86.04,0.863,2.679,3.81,288.269,0.119,0.036,2
35.787,4.915,40.711,1.557,3.837,1.707,343.073,0.253,0.737,2
48.661,2.276,77.179,4.672,7.349,2.582,266.649,0.87,2.603,2
31.979,4.143,54.006,2.191,7.873,3.928,436.056,0.731,2.065,2
18.709,1.491,30.76,2.295,4.581,8.671,454.379,0.739,10.516,1
25.742,0.353,69.996,3.3,9.945,3.269,253.963,0.206,1.039,2
15.45,1.374,32.117,2.045,6.008,6.842,301.486,0.611,7.665,1
39.183,2.176,81.325,2.358,7.814,3.552,391.708,0.292,14.719,1
18.168,1.53,35.222,0.21,7.94,5.561,149.013,0.983,14.256,1
36.228,0.738,71.968,1.206,2.437,4.902,360.69,0.194,12.478,1
5.542,4.726,70.244,0.251,5.376,4.535,187.498,0.195,2.622,1
1.879,3.812,43.423,4.194,8.767,5.434,203.616,0.275,7.835,1
44.603,3.709,48.654,1.423,5.753,5.281,429.399,0.111,4.543,2
21.974,0.57,72.621,1.472,1.734,8.362,435.261,0.097,10.427,1
45.048,2.305,86.825,0.882,4.755,8.353,202.619,0.925,2.239,2
45.66,0.005,80.153,3.611,7.493,3.764,455.134,0.854,1.553,0
18.196,4.854,69.212,3.239,6.145,0.644,396.114,0.739,11.394,1
49.364,0.509,58.898,2.121,1.608,9.773,241.679,0.59,9.118,1
35.042,1.344,78.481,0.586,8.029,0.923,202.854,0.499,10.101,1
29.521,4.285,71.871,0.981,6.392,8.828,115.025,0.862,14.226,1
4.24,1.079,33.017,1.425,9.519,5.571,365.803,0.659,13.805,1
39.258,1.932,70.458,4.598,3.856,3.047,191.835,0.747,8.741,1
31.255,4.42,42.201,3.399,3.842,7.976,493.151,0.979,7.068,1
35.403,4.314,36.453,2.994,8.618,4.648,172.2,0.591,2.235,1
22.267,0.977,57.557,2.122,1.702,8.662,70.511,0.944,5.397,1
26.892,4.992,39.311,2.617,7.996,7.442,270.328,0.938,4.786,2
42.148,3.216,83.836,2.773,6.837,7.311,285.817,0.205,1.883,2
48.537,1.739,48.466,2.475,7.613,0.863,157.757,0.351,10.624,1
37.765,0.61,65.164,2.243,6.522,7.707,436.969,0.077,1.764,0
40.06,1.977,81.497,1.964,5.828,8.167,187.264,0.657,3.979,1
28.888,1.278,89.548,3.72,7.021,3.904,174.297,0.97,9.235,1
47.127,3.958,79.627,4.417,9.432,6.497,88.89,0.036,5.736,1
28.934,4.928,80.219,0.725,9.126,3.055,165.153,0.469,13.072,1
22.863,1.286,72.924,2.105,8.052,9.486,474.781,0.374,11.457,1
40.057,1.747,43.825,2.905,3.584,5.557,192.49,0.717,8.763,1
22.275,4.245,59.096,1.11,3.924,5.763,105.312,0.513,2.119,1
15.571,2.541,80.823,3.44,5.763,3.827,177.492,0.522,2.126,1
37.139,0.823,62.846,0.594,7.563,0.25,52.285,0.082,9.616,1
19.255,3.789,30.055,1.305,3.811,6.34,263.389,0.28,2.521,2
12.897,2.858,84.073,0.309,7.064,9.316,314.885,0.249,4.861,2
3.773,4.895,36.018,3.516,5.148,0.943,416.6,0.367,5.844,1
14.253,0.025,46.399,4.644,4.305,4.266,386.697,0.502,14.823,1
36.593,4.057,78.992,4.487,6.093,8.723,222.673,0.539,12.932,1
22.022,3.852,83.828,0.121,2.041,9.799,78.783,0.629,6.9,1
30.021,2.444,72.923,1.559,4.216,7.077,242.038,0.473,5.781,1
35.939,0.46,87.258,1.169,4.171,1.315,380.896,0.473,13.171,1
13.474,4.962,34.055,0.98,6.302,5.918,119.59,0.303,10.6,1
48.555,0.244,54.118,0.693,2.2,4.095,456.297,0.624,11.919,1
15.856,4.902,48.438,1.504,6.084,5.141,235.878,0.619,14.662,1
49.131,2.734,40.914,0.345,3.383,1.89,72.194,0.024,13.956,1
23.334,3.833,36.465,2.214,9.672,8.245,127.081,0.115,2.54,1
39.635,0.381,81.997,1.803,5.692,6.289,484.058,0.871,4.073,2
30.02,2.855,81.045,0.762,2.581,9.656,107.06,0.745,2.542,1
27.485,0.111,36.614,3.842,8.094,0.748,101.446,0.416,7.585,1
47.314,1.109,84.421,4.718,7.04,9.142,492.336,0.249,6.38,1
10.613,4.687,58.391,0.592,9.611,8.599,174.389,0.297,7.424,1
41.472,1.426,87.479,4.392,3.055,0.17,387.184,0.277,5.66,1
42.509,0.058,86.364,2.311,6.752,1.14,277.097,0.257,5.507,1
33.951,4.072,59.785,2.319,2.151,5.0,388.064,0.707,13.209,1
47.758,1.695,43.014,4.798,7.944,0.208,217.578,0.79,1.856,2
19.595,1.197,59.315,0.804,2.466,7.176,113.738,0.534,3.452,1
42.574,2.435,60.063,0.373,9.87,8.383,218.903,0.444,9.857,1
20.655,2.166,38.602,3.178,4.297,2.973,351.83,0.857,10.403,1
6.225,2.502,60.52,2.068,9.04,2.238,169.298,0.954,13.013,1
1.761,4.419,32.33,2.966,6.384,2.726,476.425,0.211,4.169,2
19.583,0.158,63.11,1.034,7.815,3.884,90.291,0.323,8.32,1
39.901,2.096,43.186,3.354,7.197,2.415,367.18,0.871,2.617,2
37.421,3.037,58.93,3.578,6.048,8.316,420.986,0.743,3.199,2
3.362,3.003,46.859,2.559,1.621,9.881,396.573,0.847,11.065,1
32.31,4.711,44.48,0.2,9.119,7.178,432.213,0.255,12.385,1
48.951,0.306,34.603,1.345,9.411,3.297,340.435,0.186,7.907,1
12.05,2.719,62.366,4.132,7.078,2.742,276.411,0.772,3.891,2
40.1,0.721,50.221,2.015,3.449,4.985,76.326,0.857,2.981,1
23.747,0.819,86.839,2.705,9.173,3.185,89.405,0.069,5.751,1
32.377,2.369,50.001,2.211,4.132,7.515,101.437,0.21,13.323,1
39.42,0.339,62.156,0.147,2.235,1.293,368.712,0.861,5.334,1
42.313,4.006,61.104,4.28,7.793,9.441,469.012,0.895,8.717,1
23.555,3.556,79.183,1.545,5.187,0.193,120.39,0.628,2.48,1
41.259,2.98,55.836,0.961,4.226,4.048,246.4,0.037,2.268,2
2.548,3.16,66.314,1.463,2.029,8.912,450.419,0.955,3.24,2
7.97,4.147,59.153,4.898,4.563,6.749,408.563,0.569,3.725,2
28.213,4.946,43.982,0.452,2.425,3.503,372.238,0.155,1.36,2
15.794,3.768,37.559,3.186,4.658,3.062,358.74,0.043,0.249,2
46.474,0.432,55.653,1.895,3.872,2.284,91.859,0.918,14.535,1
47.625,2.666,70.97,1.589,7.182,5.938,297.663,0.748,12.788,1
42.45,0.106,56.516,2.311,7.698,4.395,347.609,0.491,4.321,2
42.149,3.298,63.503,0.299,8.624,9.183,195.379,0.314,7.141,1
32.353,0.701,79.485,4.016,8.986,6.415,181.824,0.948,13.777,1
19.576,0.822,34.994,2.818,4.028,0.921,167.777,0.078,7.41,1
33.184,3.302,54.701,3.997,8.601,8.17,112.492,0.606,5.409,1
21.765,4.193,51.085,3.037,8.051,5.151,360.608,0.865,8.995,1
27.271,1.912,82.784,4.362,8.448,8.906,369.909,0.346,14.697,1
49.51,1.608,35.989,3.313,9.327,2.505,118.618,0.671,14.21,1
33.91,1.766,78.494,3.921,7.76,3.662,427.545,0.43,9.961,1
39.779,4.962,41.897,2.965,6.624,9.397,213.052,0.181,4.964,2
24.751,4.225,86.359,2.596,8.411,1.122,159.341,0.953,12.506,1
8.886,1.245,74.886,4.276,8.698,5.138,414.887,0.523,7.58,1
12.677,1.887,79.742,3.939,6.033,0.936,63.096,0.876,0.766,1
42.795,2.631,64.847,3.784,3.684,6.358,310.45,0.705,7.312,1
37.736,4.134,54.249,1.353,7.055,5.826,416.205,0.567,6.505,1
18.396,4.346,40.676,1.668,7.602,5.213,428.625,0.961,0.505,0
44.617,2.351,61.48,0.629,5.475,7.66,302.555,0.891,10.741,1
17.658,1.23,51.762,1.315,4.587,5.929,347.522,0.944,8.231,1
28.32,4.57,87.294,4.12,8.796,9.223,285.4,0.334,5.924,1
25.276,3.336,58.214,1.43,8.942,9.594,389.233,0.888,7.472,1
34.986,2.403,52.738,3.616,4.778,7.028,324.543,0.448,14.985,1
17.517,4.485,75.036,2.424,5.474,2.371,416.881,0.653,5.58,1
41.672,1.578,79.112,0.748,8.149,7.719,351.755,0.098,14.188,1
7.877,2.376,45.941,2.54,8.477,8.038,408.236,0.15,5.026,1
43.81,2.6,89.513,0.702,1.927,9.68,92.518,0.535,14.817,1
42.62,2.776,55.345,1.967,2.552,1.202,153.151,0.609,4.875,1
25.376,3.074,62.633,3.759,8.98,4.604,348.602,0.373,12.019,1
40.758,4.142,80.05,1.278,8.026,2.933,220.911,0.96,4.989,2
33.781,3.015,55.315,1.971,7.047,9.381,238.473,0.17,12.898,1
13.147,2.062,46.192,4.461,1.641,6.575,170.767,0.241,3.116,1
49.538,2.131,53.954,1.759,7.287,3.188,360.247,0.387,9.381,1
42.434,3.428,57.869,4.162,9.152,0.53,130.634,0.44,8.011,1
15.996,0.279,54.286,3.447,6.78,3.914,380.326,0.84,13.025,1
20.729,4.413,57.458,0.699,7.725,7.127,453.373,0.178,8.395,1
37.412,1.865,59.993,0.848,3.807,2.923,138.281,0.396,4.887,1
17.817,1.781,41.522,3.142,7.435,3.244,321.148,0.241,1.405,2
8.663,4.188,52.948,0.409,1.511,7.485,75.507,0.04,8.099,1
15.292,1.254,32.217,2.151,4.286,2.53,165.712,0.947,6.417,1
40.618,4.767,52.578,2.948,9.427,0.618,444.275,0.496,0.64,0
5.075,4.667,53.844,1.323,8.083,3.577,130.161,0.692,8.763,1
19.956,4.111,76.397,2.027,5.036,4.958,398.142,0.044,3.54,2
30.442,1.859,65.12,0.362,6.622,8.563,362.824,0.67,8.657,1
21.253,1.444,55.736,4.433,9.159,9.485,451.821,0.387,5.598,1
36.717,0.496,38.954,3.852,1.97,8.388,233.136,0.949,13.721,1
41.645,1.356,57.19,3.357,2.037,4.13,163.799,0.992,10.318,1
16.799,1.041,66.161,0.951,2.227,3.705,243.835,0.513,7.571,1
6.416,4.669,65.268,0.422,9.126,2.143,118.099,0.325,14.511,1
11.502,3.481,33.294,2.151,5.715,5.693,422.074,0.698,10.263,1
14.8,0.654,66.049,4.786,2.161,7.666,307.475,0.563,12.486,1
27.714,2.039,44.903,0.879,7.526,5.125,320.014,0.714,8.651,1
39.356,0.428,44.407,2.88,8.382,2.387,490.352,0.151,6.162,1
35.19,2.436,59.907,1.539,6.187,8.101,337.536,0.272,11.169,1
15.659,2.101,70.416,1.62,3.921,9.559,468.618,0.172,11.467,1
20.394,1.507,64.384,1.217,9.472,5.141,59.304,0.731,11.221,1
25.343,1.432,31.954,3.932,9.778,4.67,400.788,0.675,0.764,0
27.825,4.915,74.446,0.407,1.86,0.361,269.249,0.865,13.426,1
19.25,1.254,47.239,2.946,9.911,5.797,373.224,0.628,12.838,1
34.572,0.983,79.006,3.688,8.181,9.586,194.256,0.064,11.25,1
38.728,4.578,84.1,4.742,2.41,5.998,99.58,0.031,0.774,1
35.026,2.24,64.799,0.547,7.622,5.327,123.935,0.349,7.432,1
14.066,2.212,83.487,3.492,6.864,8.933,319.612,0.118,4.788,2
20.842,0.378,38.974,1.883,2.132,1.314,255.761,0.969,12.425,1
9.702,2.91,88.739,0.836,7.69,0.914,380.944,0.074,3.619,2
29.36,2.951,68.486,2.918,2.895,8.991,192.426,0.646,1.152,1
26.518,4.858,43.955,3.873,1.812,3.995,393.696,0.166,9.028,1
16.044,4.906,71.874,2.39,2.109,9.908,287.755,0.329,10.876,1
39.83,0.221,34.386,4.798,3.197,7.351,388.99,0.376,5.576,1
39.727,4.866,48.383,1.138,4.966,2.641,190.276,0.348,9.436,1
11.885,1.092,89.369,0.403,6.547,6.381,216.153,0.068,14.888,1
39.412,3.666,83.272,1.421,2.84,1.815,353.594,0.278,8.199,1
23.223,1.867,84.123,3.18,5.261,1.043,89.518,0.838,4.635,1
15.32,3.459,47.574,1.658,7.702,2.538,261.099,0.127,14.861,1
8.492,1.631,39.892,2.926,4.372,3.753,127.099,0.957,9.001,1
31.305,4.361,36.484,2.753,4.417,1.699,417.992,0.444,8.529,1
47.553,3.465,31.47,1.779,6.454,3.267,185.749,0.059,11.371,1
46.255,3.798,58.737,0.496,2.899,6.761,111.751,0.919,0.633,1
19.656,3.123,61.253,4.257,5.24,3.962,259.373,0.88,0.947,2
33.993,2.761,71.182,4.314,7.008,2.998,157.097,0.048,8.475,1
24.126,2.813,31.027,2.843,4.426,9.861,216.215,0.781,6.238,1
6.628,1.87,33.545,2.095,4.451,8.164,278.395,0.389,5.446,1
2.064,1.788,59.288,4.916,9.427,3.199,413.845,0.561,1.217,0
3.297,3.591,45.363,4.851,3.127,3.167,70.352,0.663,0.867,1
25.237,0.792,89.285,3.579,6.331,2.383,468.174,0.841,6.056,1
30.372,3.456,61.661,1.994,2.395,1.901,184.884,0.748,8.685,1
48.477,4.699,50.658,0.515,5.489,2.715,161.636,0.698,4.925,1
14.392,4.782,59.537,1.044,8.84,9.919,466.936,0.739,12.75,1
2.336,1.212,42.373,4.846,6.654,0.74,366.388,0.711,6.165,1
44.256,1.322,89.17,1.705,8.186,1.501,120.31,0.956,1.711,1
42.084,0.208,70.221,4.375,8.315,0.707,163.103,0.557,3.484,1
40.932,4.038,30.738,0.365,8.819,1.217,53.481,0.458,14.895,1
7.701,3.777,49.703,0.814,6.284,7.535,283.297,0.316,8.745,1
17.585,2.401,36.089,4.39,4.903,4.851,84.18,0.54,11.432,1
8.603,2.101,39.28,1.971,4.052,9.334,486.57,0.46,0.887,0
25.056,0.019,75.771,3.301,5.866,3.361,176.231,0.75,1.859,1
38.085,0.104,73.684,1.144,7.611,1.189,78.046,0.86,8.566,1
5.984,4.949,57.553,2.781,3.996,7.06,399.707,0.468,4.349,2
4.182,1.814,47.431,4.002,5.777,9.31,346.959,0.593,10.36,1
34.365,0.385,45.543,4.621,8.466,0.305,92.203,0.731,9.349,1
17.896,2.564,76.062,3.244,5.295,4.321,400.513,0.209,11.069,1
6.332,4.838,38.858,3.348,6.523,5.323,78.05,0.08,7.661,1
4.48,1.716,68.497,4.474,5.839,5.26,130.61,0.968,13.877,1
40.415,3.42,37.061,3.236,9.818,7.1,402.364,0.149,4.155,2
29.273,2.891,89.353,0.184,4.597,4.839,427.605,0.407,3.283,2
21.815,0.385,31.689,3.2,4.143,2.256,459.699,0.488,1.693,0
32.405,2.776,64.247,3.366,5.321,3.186,242.692,0.795,5.923,1
12.842,3.538,55.504,1.885,6.913,5.213,185.019,0.266,10.9,1
44.523,3.118,73.73,0.61,9.273,0.658,361.548,0.649,3.6,2
44.531,3.595,72.723,3.261,5.292,7.58,352.681,0.393,9.193,1
15.192,2.823,41.575,0.499,4.023,1.351,439.2,0.717,0.364,0
45.517,2.506,69.052,1.568,6.231,5.022,351.846,0.45,5.939,1
20.164,3.576,35.293,0.118,5.858,6.034,334.42,0.318,11.177,1
28.139,0.086,38.949,1.153,5.152,4.102,160.806,1.0,6.483,1
15.502,2.436,54.664,3.885,3.727,2.319,473.903,0.138,2.095,2
37.582,0.527,75.801,2.205,6.401,3.359,127.977,0.025,14.182,1
16.964,1.718,43.322,1.767,8.747,5.81,181.029,0.986,8.25,1
2.108,0.903,44.699,4.913,3.476,1.002,152.619,0.695,9.633,1
28.169,0.524,39.132,1.088,3.104,8.934,382.116,0.785,4.383,2
11.966,0.029,61.272,0.139,7.784,9.685,180.303,0.13,12.607,1
16.815,3.257,85.468,0.375,1.791,7.321,431.644,0.877,13.455,1
8.792,1.541,53.491,2.086,7.631,1.091,481.125,0.268,2.492,2
33.213,4.19,87.776,4.137,9.534,3.496,176.322,0.085,2.879,1
14.35,2.448,78.662,4.592,6.979,4.654,174.868,0.457,1.811,1
12.466,0.223,53.979,1.328,9.026,6.098,172.402,0.29,8.673,1
40.17,2.713,54.523,4.916,7.285,4.678,432.284,0.447,12.673,1
28.037,1.408,56.509,4.762,8.548,4.146,178.63,0.625,5.143,1
3.875,4.2,82.397,0.379,5.284,6.03,361.51,0.32,5.754,1
3.104,1.11,80.016,4.696,3.028,5.277,497.201,0.784,3.139,2
18.107,0.795,34.244,4.533,9.322,7.593,90.09,0.191,1.737,1
39.822,2.956,44.122,0.696,7.807,2.831,321.017,0.902,0.411,2
28.893,4.752,60.71,0.757,9.313,5.031,200.767,0.632,11.728,1
39.094,2.143,53.755,0.275,2.738,2.784,308.016,0.223,1.089,2
5.806,3.575,49.859,2.505,9.099,6.342,159.011,0.061,10.936,1
27.75,2.659,88.213,3.905,3.789,4.411,212.761,0.149,12.778,1
9.449,1.363,49.533,1.915,9.879,6.415,448.827,0.23,8.43,1
34.042,2.344,58.321,2.715,6.435,7.708,161.827,0.875,5.309,1
18.955,3.21,50.151,3.478,8.028,5.142,418.528,0.711,1.037,0
12.007,3.078,36.379,4.159,8.844,0.609,497.161,0.376,11.473,1
20.39,3.579,41.665,0.785,6.957,1.857,120.939,0.058,6.176,1
15.476,1.057,33.165,2.053,9.882,0.453,172.923,0.825,10.106,1
6.552,2.458,74.536,2.611,2.052,0.263,487.944,0.628,4.238,2
30.903,1.929,65.223,4.054,3.176,6.809,52.04,0.991,10.24,1
30.696,1.331,42.598,1.523,6.68,9.822,197.694,0.389,4.625,1
24.643,0.8,64.435,2.116,9.7,0.924,277.196,0.268,12.398,1
47.275,4.648,68.531,1.566,2.133,2.144,493.924,0.115,12.675,1
44.703,3.385,62.508,2.016,2.84,6.121,314.349,0.114,3.614,2
38.707,1.682,39.267,2.72,9.592,1.15,191.798,0.805,9.488,1
47.072,1.442,63.662,0.577,7.612,3.999,165.669,0.27,13.161,1
31.965,1.614,50.892,3.157,7.145,8.181,62.281,0.785,5.628,1
9.977,4.872,82.961,3.936,9.939,6.267,138.195,0.218,6.731,1
4.584,4.825,34.843,1.415,8.733,0.405,323.468,0.257,8.207,1
37.329,2.494,75.096,0.607,6.828,9.647,456.646,0.766,11.028,1
19.998,3.864,82.062,3.884,8.71,1.084,274.395,0.455,12.218,1
26.815,1.746,66.573,1.717,9.522,2.114,105.223,0.84,11.582,1
8.934,1.207,59.567,0.932,6.454,9.901,358.588,0.397,6.841,1
49.528,2.526,89.938,1.743,3.467,6.183,322.21,0.976,10.85,1
19.96,1.233,77.559,1.209,6.511,6.812,202.173,0.761,11.338,1
38.458,0.682,59.058,1.879,2.898,7.549,350.975,0.386,1.363,2
15.583,3.814,47.25,1.763,5.25,6.328,346.988,0.208,11.38,1
16.744,0.18,84.735,0.939,2.156,8.257,241.756,0.349,1.769,2
8.955,1.007,57.921,2.478,6.986,2.833,355.365,0.243,10.402,1
23.207,2.668,37.816,0.39,2.897,6.551,395.078,0.884,14.257,1
6.236,0.619,58.643,3.841,8.714,3.984,154.77,0.26,14.735,1
46.488,4.666,85.687,4.081,2.881,9.098,284.468,0.004,9.867,1
42.267,3.147,30.222,4.792,8.726,9.899,213.786,0.607,12.074,1
20.06,4.191,62.869,2.592,8.006,6.062,455.32,0.177,3.164,2
41.341,3.984,47.858,4.714,1.834,7.787,52.832,0.527,6.95,1
24.11,3.681,78.444,3.076,4.414,3.394,430.165,0.803,12.973,1
12.029,1.866,84.275,3.302,8.964,2.366,139.274,0.705,12.912,1
20.119,3.899,43.968,3.774,5.938,1.095,383.8,0.63,6.591,1
8.894,0.164,63.677,0.762,7.075,8.96,493.002,0.325,2.711,2
7.819,4.767,50.413,3.082,7.113,7.808,449.93,0.289,11.132,1
31.603,2.448,71.74,2.018,6.629,3.798,259.123,0.137,5.961,1
28.987,1.208,82.751,3.426,2.851,2.465,305.626,0.779,13.312,1
36.503,3.671,31.202,4.715,1.972,0.858,60.229,0.766,13.541,1
44.726,3.099,59.406,1.783,6.59,4.819,389.404,0.265,13.33,1
42.089,3.408,84.623,0.993,6.214,3.769,164.944,0.388,14.848,1
47.239,4.509,32.975,4.707,7.421,6.005,213.618,0.896,1.555,2
49.279,4.177,43.867,2.742,5.842,9.979,457.081,0.18,10.46,1
5.253,0.045,56.327,2.348,5.606,9.941,144.177,0.783,1.445,1
18.68,1.914,89.441,1.629,9.64,9.305,333.05,0.669,7.851,1
4.128,2.171,33.519,3.091,2.365,4.362,268.854,0.057,5.681,1
47.441,2.98,43.991,3.032,6.839,6.875,103.054,0.095,8.835,1
45.705,0.953,53.509,3.926,6.212,5.303,213.103,0.521,0.076,2
18.044,3.851,84.311,2.52,1.946,9.842,310.527,0.175,1.944,2
12.176,1.646,38.269,4.786,9.783,0.112,466.304,0.125,11.823,1
18.714,2.752,84.01,3.802,2.961,2.94,343.917,0.298,5.019,1
27.749,3.542,88.294,4.499,5.893,2.434,54.941,0.957,3.539,1
38.133,4.462,44.689,4.299,2.613,2.805,482.922,0.947,1.207,0
18.919,3.398,48.007,4.15,6.322,3.745,306.141,0.363,0.837,2
2.358,3.164,42.017,1.836,4.028,9.825,419.832,0.995,10.036,1
25.808,4.771,49.617,1.185,3.99,2.963,223.454,0.615,6.797,1
47.281,3.83,45.562,0.353,7.406,0.717,234.208,0.238,9.504,1
14.984,2.881,36.958,4.926,8.357,1.66,76.861,0.308,6.281,1
3.05,2.385,76.738,4.555,2.603,3.288,475.888,0.987,11.133,1
40.857,0.873,36.967,1.215,9.379,4.057,486.724,0.433,13.446,1
28.75,4.48,66.788,4.931,4.961,7.394,431.85,0.978,0.691,0
42.52,1.332,49.636,2.678,6.293,7.782,387.013,0.362,8.35,1
46.642,4.613,52.85,4.213,3.368,9.307,131.024,0.031,11.526,1
45.647,4.394,86.114,1.613,3.877,0.356,111.72,0.952,2.099,1
21.664,0.411,36.193,0.693,9.94,8.403,160.462,0.586,2.705,1
35.363,2.194,56.727,3.437,4.023,0.386,123.445,0.248,12.04,1
22.475,2.647,62.613,0.426,8.703,2.949,431.326,0.522,11.573,1
40.13,1.431,64.611,4.489,2.452,8.35,85.478,0.211,9.812,1
42.135,2.611,86.69,0.702,5.42,2.57,433.75,0.875,9.333,1
15.036,4.633,74.321,2.078,6.459,3.01,346.408,0.365,1.014,2
29.631,3.466,41.867,3.897,5.52,8.473,305.642,0.586,5.572,1
