Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
01-03-2025,04:54:00,46,Active,84.977,0.363,4.419,35.356,2.443,1.846,468.535,0.939,13.426,Low
01-03-2025,04:55:00,28,Active,30.666,3.505,2.456,33.240,3.105,2.958,165.414,0.346,3.815,Low
01-03-2025,04:56:00,49,Active,73.761,2.692,6.940,14.950,0.586,4.175,307.496,0.806,13.146,Low
01-03-2025,04:57:00,23,Active,36.086,2.195,3.565,44.448,1.033,2.165,274.415,0.013,5.123,Low
01-03-2025,04:58:00,7,Active,55.197,3.670,6.109,42.047,2.864,6.771,366.055,0.014,14.191,Low
01-03-2025,04:59:00,24,Active,49.884,1.893,5.466,1.987,0.278,6.705,319.713,0.786,0.764,Medium
01-03-2025,05:00:00,46,Maintenance,72.421,1.279,6.394,41.959,2.604,4.674,204.572,0.353,1.704,Medium
01-03-2025,05:01:00,8,Active,62.633,1.271,8.670,9.347,2.649,3.875,458.604,0.068,12.519,Low
01-03-2025,05:02:00,45,Active,55.624,3.245,7.676,25.368,1.832,3.101,108.410,0.858,4.944,Low
01-03-2025,05:03:00,1,Maintenance,83.290,4.913,3.496,36.102,3.633,4.500,291.865,0.256,4.747,Medium
01-03-2025,05:04:00,4,Active,83.047,1.529,6.651,34.765,2.118,7.389,230.374,0.513,2.495,Medium
01-03-2025,05:05:00,43,Active,59.957,3.025,3.867,41.808,4.188,7.228,469.281,0.581,11.699,Low
01-03-2025,05:06:00,41,Maintenance,34.190,2.353,7.863,41.981,1.544,3.946,339.002,0.266,13.368,Low
01-03-2025,05:07:00,19,Active,38.782,4.107,5.051,20.538,2.415,8.439,328.734,0.217,3.637,Medium
01-03-2025,05:08:00,22,Idle,58.444,4.328,9.630,44.515,1.441,2.567,253.149,0.207,14.651,Low
01-03-2025,05:09:00,36,Active,56.491,0.240,9.202,25.512,0.296,4.296,486.927,0.356,0.518,High
01-03-2025,05:10:00,1,Active,87.517,1.712,1.681,24.741,4.563,1.214,146.526,0.433,12.350,Low
01-03-2025,05:11:00,19,Active,30.134,0.843,5.585,21.391,0.231,4.751,183.425,0.405,10.639,Low
01-03-2025,05:12:00,29,Maintenance,88.949,1.421,2.203,34.770,1.783,7.189,200.528,0.297,12.346,Low
01-03-2025,05:13:00,19,Active,39.265,4.775,3.189,42.348,1.515,9.063,388.325,0.679,7.173,Low
01-03-2025,05:14:00,43,Active,40.382,4.756,4.120,20.239,4.742,4.066,58.217,0.990,12.372,Low
01-03-2025,05:15:00,6,Idle,60.877,2.439,6.071,35.638,3.352,6.239,421.882,0.893,10.884,Low
01-03-2025,05:16:00,25,Active,47.095,4.477,4.838,48.253,0.543,3.725,83.149,0.364,13.472,Low
01-03-2025,05:17:00,39,Idle,42.553,2.621,5.836,30.070,3.127,2.603,241.777,0.640,2.786,Medium
01-03-2025,05:18:00,23,Active,72.137,1.683,2.271,12.505,1.786,3.030,321.450,0.626,2.259,Medium
01-03-2025,05:19:00,1,Active,55.496,0.352,8.273,25.997,2.628,8.893,160.555,0.095,14.224,Low
01-03-2025,05:20:00,15,Active,61.652,0.247,8.263,5.620,3.629,8.873,493.941,0.270,13.403,Low
01-03-2025,05:21:00,25,Active,37.863,1.936,6.237,12.064,2.996,5.822,333.634,0.998,9.718,Low
01-03-2025,05:22:00,4,Active,38.300,3.344,5.625,31.043,1.650,1.427,250.328,0.857,4.621,Medium
01-03-2025,05:23:00,45,Active,56.071,0.768,7.022,42.591,1.801,7.821,447.408,0.872,9.792,Low
01-03-2025,05:24:00,44,Active,88.078,0.173,9.579,28.761,0.561,6.609,362.219,0.508,12.557,Low
01-03-2025,05:25:00,1,Active,36.071,4.462,3.116,30.450,2.402,2.012,288.940,0.918,14.132,Low
01-03-2025,05:26:00,40,Active,35.197,1.837,2.243,7.315,1.501,2.117,332.042,0.019,0.026,Medium
01-03-2025,05:27:00,21,Maintenance,33.354,1.169,3.461,41.279,1.186,5.058,492.017,0.411,9.038,Low
01-03-2025,05:28:00,43,Idle,31.453,1.583,8.940,30.405,3.355,1.030,236.361,0.180,10.254,Low
01-03-2025,05:29:00,10,Active,85.537,3.297,6.898,42.561,4.269,5.594,65.584,0.454,10.321,Low
01-03-2025,05:30:00,2,Idle,30.238,0.984,4.054,16.868,0.720,7.915,236.179,0.046,2.110,Medium
01-03-2025,05:31:00,17,Idle,52.485,1.619,3.098,48.840,2.703,1.721,307.587,0.036,3.308,Medium
01-03-2025,05:32:00,13,Active,70.233,4.277,8.779,39.261,1.359,7.717,362.734,0.962,12.845,Low
01-03-2025,05:33:00,27,Active,86.639,4.128,9.987,38.316,1.614,3.183,260.865,0.963,10.615,Low
01-03-2025,05:34:00,41,Maintenance,52.929,4.162,4.447,32.025,0.798,0.650,122.297,0.020,12.509,Low
01-03-2025,05:35:00,48,Idle,51.072,3.266,3.433,48.246,2.117,4.354,415.929,0.118,9.626,Low
01-03-2025,05:36:00,28,Active,68.185,2.760,7.380,38.161,4.935,9.731,283.475,0.125,9.675,Low
01-03-2025,05:37:00,49,Active,56.734,1.402,6.112,16.208,3.185,0.083,214.519,0.069,10.908,Low
01-03-2025,05:38:00,10,Active,62.687,1.548,7.057,35.414,0.856,8.365,123.147,0.556,14.287,Low
01-03-2025,05:39:00,49,Active,89.307,4.497,9.323,41.277,4.143,1.790,451.812,0.333,0.610,High
01-03-2025,05:40:00,10,Active,55.008,1.924,7.778,21.311,2.322,2.197,134.099,0.058,13.096,Low
01-03-2025,05:41:00,46,Maintenance,38.360,2.697,3.481,44.970,4.482,7.721,412.282,0.225,4.138,Medium
01-03-2025,05:42:00,47,Maintenance,82.685,0.180,7.425,19.117,0.031,6.149,89.685,0.574,12.787,Low
01-03-2025,05:43:00,9,Active,66.649,4.491,9.646,28.485,4.448,5.513,304.517,0.939,12.570,Low
01-03-2025,05:44:00,34,Active,44.284,3.311,7.403,35.495,2.778,4.220,100.899,0.908,8.248,Low
01-03-2025,05:45:00,46,Active,71.690,3.716,5.548,46.400,0.015,4.368,491.731,0.230,0.854,High
01-03-2025,05:46:00,39,Active,31.972,4.118,9.583,2.104,4.722,6.686,258.846,0.584,6.636,Low
01-03-2025,05:47:00,4,Active,30.824,0.881,6.675,7.507,0.494,5.714,458.374,0.205,13.408,Low
01-03-2025,05:48:00,45,Active,64.929,1.919,6.723,38.920,4.450,3.987,223.010,0.135,6.860,Low
01-03-2025,05:49:00,4,Active,75.950,2.692,1.940,29.836,0.503,5.455,112.567,0.579,12.300,Low
01-03-2025,05:50:00,4,Idle,36.871,1.941,2.096,3.052,1.763,6.111,238.347,0.963,2.015,Medium
01-03-2025,05:51:00,41,Active,86.717,3.899,6.092,48.968,4.660,5.370,167.371,0.459,9.119,Low
01-03-2025,05:52:00,11,Active,61.080,1.844,6.550,32.032,1.245,6.894,462.512,0.128,7.946,Low
01-03-2025,05:53:00,1,Idle,49.789,0.355,4.771,41.067,2.252,2.978,425.793,0.279,8.338,Low
01-03-2025,05:54:00,45,Maintenance,41.379,4.575,8.711,31.554,0.641,7.783,156.607,0.902,4.917,Low
01-03-2025,05:55:00,21,Maintenance,56.205,1.936,2.873,18.507,1.360,0.122,283.468,0.162,12.105,Low
01-03-2025,05:56:00,25,Active,62.770,0.421,4.200,43.381,0.568,1.762,130.042,0.414,12.882,Low
01-03-2025,05:57:00,9,Idle,42.991,1.671,3.720,35.060,1.634,2.813,472.603,0.976,7.774,Low
01-03-2025,05:58:00,25,Active,63.588,1.190,6.181,48.933,1.541,4.751,122.925,0.577,5.820,Low
01-03-2025,05:59:00,18,Active,52.587,2.804,8.886,21.984,3.216,0.032,471.424,0.280,3.260,Medium
01-03-2025,06:00:00,7,Active,31.518,2.980,9.496,36.512,0.383,9.327,272.120,0.518,3.212,Medium
01-03-2025,06:01:00,46,Active,83.827,1.673,1.853,1.431,1.554,9.126,236.768,0.399,10.541,Low
01-03-2025,06:02:00,26,Active,32.139,0.105,8.942,19.466,2.219,8.448,113.589,0.056,9.365,Low
01-03-2025,06:03:00,49,Idle,49.287,3.521,4.275,48.414,2.390,9.589,195.083,0.339,10.653,Low
01-03-2025,06:04:00,18,Active,68.983,1.617,9.385,32.123,3.898,9.258,293.705,0.976,9.624,Low
01-03-2025,06:05:00,1,Active,84.154,4.116,5.181,1.853,2.047,0.479,296.620,0.958,10.166,Low
01-03-2025,06:06:00,9,Active,43.568,0.206,9.431,23.732,1.250,3.993,256.587,0.687,4.110,Medium
01-03-2025,06:07:00,10,Active,89.205,1.123,6.161,22.042,4.410,0.788,355.084,0.208,8.190,Low
01-03-2025,06:08:00,48,Active,60.272,0.694,1.863,28.856,4.942,1.756,365.844,0.836,2.809,Medium
01-03-2025,06:09:00,11,Active,46.985,2.099,7.501,9.185,4.472,8.100,348.583,0.808,13.361,Low
01-03-2025,06:10:00,32,Active,67.503,4.249,7.436,25.069,2.688,0.037,91.710,0.681,14.995,Low
01-03-2025,06:11:00,21,Active,32.453,0.396,6.685,32.076,1.231,6.188,256.980,0.171,4.321,Medium
01-03-2025,06:12:00,36,Active,40.513,3.768,2.118,3.050,4.280,0.297,280.948,0.329,14.392,Low
01-03-2025,06:13:00,32,Active,71.864,0.943,9.541,13.469,3.966,1.517,52.453,0.950,0.883,Low
01-03-2025,06:14:00,19,Idle,63.524,3.855,8.409,33.304,1.459,8.968,463.465,0.332,5.215,Low
01-03-2025,06:15:00,8,Active,54.020,1.683,4.030,1.096,3.310,5.636,114.634,0.508,7.092,Low
01-03-2025,06:16:00,35,Active,48.015,3.398,8.629,34.432,3.259,2.319,492.611,0.529,4.347,Medium
01-03-2025,06:17:00,22,Active,78.035,0.762,7.724,4.836,4.518,3.934,345.355,0.936,10.953,Low
01-03-2025,06:18:00,4,Active,44.049,3.043,3.601,10.443,1.117,2.170,308.604,0.926,0.968,Medium
01-03-2025,06:19:00,29,Maintenance,88.127,1.022,8.874,2.968,3.822,4.712,335.189,0.263,2.669,Medium
01-03-2025,06:20:00,31,Active,45.147,3.829,7.416,28.796,2.779,4.794,67.284,0.161,10.290,Low
01-03-2025,06:21:00,8,Active,83.198,1.576,9.440,40.689,3.430,1.624,269.490,0.891,5.213,Low
01-03-2025,06:22:00,12,Active,44.282,4.308,2.845,8.646,3.465,2.651,64.938,0.117,6.362,Low
01-03-2025,06:23:00,5,Active,41.336,0.893,3.675,17.382,3.004,7.107,385.977,0.848,0.375,Medium
01-03-2025,06:24:00,30,Active,87.344,2.419,4.559,37.963,4.738,9.418,168.364,0.280,1.120,Low
01-03-2025,06:25:00,35,Active,41.702,1.503,3.037,8.188,3.840,0.132,170.397,0.366,8.344,Low
01-03-2025,06:26:00,37,Active,72.134,0.600,1.941,45.737,3.336,6.492,458.383,0.267,5.667,Low
01-03-2025,06:27:00,4,Active,34.651,1.027,7.939,37.121,4.217,9.681,129.555,0.615,11.823,Low
01-03-2025,06:28:00,43,Active,34.906,0.702,2.737,18.207,0.438,8.708,86.528,0.190,6.687,Low
01-03-2025,06:29:00,21,Maintenance,40.083,4.787,4.714,22.956,3.114,6.104,447.228,0.668,3.758,Medium
01-03-2025,06:30:00,16,Active,62.633,4.244,7.284,45.391,4.102,2.350,287.144,0.277,4.894,Medium
01-03-2025,06:31:00,18,Active,79.504,4.584,2.463,9.571,4.597,8.532,335.462,0.337,1.311,Medium
01-03-2025,06:32:00,31,Active,62.518,0.227,6.401,4.044,4.547,2.486,339.810,0.448,1.097,Medium
01-03-2025,06:33:00,38,Active,43.712,3.680,2.089,38.110,3.837,1.263,427.412,0.370,2.133,Medium
01-03-2025,06:34:00,32,Active,43.927,4.801,4.866,31.661,4.141,4.952,480.261,0.228,0.224,High
01-03-2025,06:35:00,48,Idle,79.477,4.866,1.836,39.085,1.486,7.056,485.348,0.083,2.009,Medium
01-03-2025,06:36:00,33,Active,67.492,4.779,7.261,32.919,1.774,8.972,426.721,0.876,0.895,High
01-03-2025,06:37:00,19,Idle,37.820,0.831,7.288,48.855,1.398,9.338,103.677,0.697,11.647,Low
01-03-2025,06:38:00,20,Idle,31.733,0.926,9.712,40.285,1.670,8.214,299.248,0.814,4.772,Medium
01-03-2025,06:39:00,48,Maintenance,73.880,2.390,8.523,19.505,4.512,3.584,398.748,0.521,9.136,Low
01-03-2025,06:40:00,10,Active,53.866,3.679,9.232,31.221,3.607,9.072,355.081,0.217,4.230,Medium
01-03-2025,06:41:00,26,Active,61.638,3.578,9.975,23.717,1.484,9.637,353.897,0.419,12.565,Low
01-03-2025,06:42:00,46,Active,76.565,1.192,9.081,29.137,4.719,3.128,308.606,0.705,13.233,Low
01-03-2025,06:43:00,18,Active,39.811,4.724,9.724,14.017,4.654,5.252,236.720,0.734,0.753,Medium
01-03-2025,06:44:00,45,Active,82.220,2.535,5.635,41.225,1.285,4.038,79.383,0.805,14.046,Low
01-03-2025,06:45:00,45,Active,89.820,0.694,3.734,8.264,0.125,5.311,489.929,0.116,13.612,Low
01-03-2025,06:46:00,15,Active,58.571,3.628,2.919,2.461,2.254,2.342,280.878,0.975,9.631,Low
01-03-2025,06:47:00,36,Active,62.843,0.116,1.809,49.729,1.341,7.601,195.138,0.283,8.650,Low
01-03-2025,06:48:00,18,Idle,74.271,3.990,9.239,1.972,2.707,1.894,390.562,0.654,13.018,Low
01-03-2025,06:49:00,31,Active,31.541,0.486,3.416,3.272,1.511,7.049,367.934,0.374,7.682,Low
01-03-2025,06:50:00,15,Active,73.269,4.353,6.702,1.018,4.275,6.671,237.161,0.824,4.055,Medium
01-03-2025,06:51:00,38,Active,86.252,1.005,9.563,34.311,4.722,1.280,230.145,0.058,8.523,Low
01-03-2025,06:52:00,29,Active,68.895,3.696,8.689,18.231,4.133,3.715,472.315,0.111,14.244,Low
01-03-2025,06:53:00,42,Active,38.924,1.873,4.852,28.756,4.464,1.294,206.439,0.641,9.410,Low
01-03-2025,06:54:00,15,Active,60.973,1.443,6.717,23.619,2.943,9.483,205.931,0.063,10.776,Low
01-03-2025,06:55:00,1,Active,30.946,3.638,8.816,13.376,3.514,4.461,131.728,0.737,9.070,Low
01-03-2025,06:56:00,37,Idle,48.849,3.006,5.886,19.270,0.080,2.538,265.400,0.025,1.222,Medium
01-03-2025,06:57:00,41,Active,34.753,1.735,7.502,26.595,0.440,7.872,294.011,0.958,12.323,Low
01-03-2025,06:58:00,23,Active,74.358,0.415,5.176,18.813,0.025,1.986,360.967,0.954,11.760,Low
01-03-2025,06:59:00,46,Active,75.422,3.207,5.203,27.969,2.310,5.960,387.899,0.313,3.241,Medium
01-03-2025,07:00:00,11,Idle,71.649,3.199,9.723,18.754,0.618,2.675,398.676,0.938,0.380,Medium
01-03-2025,07:01:00,38,Active,68.702,2.506,6.782,24.372,2.082,4.335,148.650,0.977,6.393,Low
01-03-2025,07:02:00,16,Active,43.608,2.770,9.387,47.305,0.793,7.590,323.189,0.048,14.215,Low
01-03-2025,07:03:00,30,Active,48.286,2.209,4.335,43.847,3.095,3.256,300.328,0.520,10.061,Low
01-03-2025,07:04:00,29,Active,48.488,2.780,5.185,15.807,0.132,3.335,436.387,0.335,2.904,Medium
01-03-2025,07:05:00,41,Active,47.691,1.229,7.411,34.071,3.877,6.240,249.793,0.477,0.281,Medium
01-03-2025,07:06:00,3,Active,74.725,2.022,4.575,23.665,3.376,2.219,435.660,0.574,3.649,Medium
01-03-2025,07:07:00,40,Active,61.921,4.621,9.457,41.390,3.467,9.341,499.964,0.468,1.494,High
01-03-2025,07:08:00,17,Active,79.325,0.689,2.464,39.943,4.433,0.712,55.944,0.389,5.223,Low
01-03-2025,07:09:00,26,Active,61.631,2.836,4.501,4.921,2.120,7.628,354.564,0.215,12.172,Low
01-03-2025,07:10:00,9,Maintenance,44.713,2.880,3.206,40.305,1.782,7.258,185.227,0.486,1.059,Low
01-03-2025,07:11:00,17,Idle,87.526,0.512,8.838,49.518,3.843,7.287,63.212,0.965,2.010,Low
01-03-2025,07:12:00,37,Active,67.104,1.832,8.702,21.226,3.362,6.839,141.375,0.027,4.466,Low
01-03-2025,07:13:00,31,Active,86.043,0.301,9.754,41.773,3.042,9.434,273.294,0.749,2.115,Medium
01-03-2025,07:14:00,31,Active,87.691,2.751,2.814,45.173,3.856,8.593,338.123,0.688,9.923,Low
01-03-2025,07:15:00,11,Active,80.945,0.838,8.808,6.057,1.360,4.354,312.000,0.725,9.122,Low
01-03-2025,07:16:00,38,Active,41.144,0.690,4.754,36.976,3.615,3.026,139.226,0.222,7.627,Low
01-03-2025,07:17:00,22,Active,53.192,1.453,6.919,22.347,3.775,4.578,285.903,0.920,8.229,Low
01-03-2025,07:18:00,46,Active,55.491,1.344,7.164,33.031,0.013,2.194,473.735,0.052,13.963,Low
01-03-2025,07:19:00,3,Maintenance,54.647,0.300,6.340,7.657,3.067,6.083,114.440,0.926,5.120,Low
01-03-2025,07:20:00,49,Active,46.648,2.147,9.922,24.534,1.948,5.178,445.071,0.994,2.371,Medium
01-03-2025,07:21:00,28,Active,39.015,2.170,6.298,7.573,4.419,1.061,478.047,0.357,8.604,Low
01-03-2025,07:22:00,32,Idle,87.347,4.371,4.832,49.232,1.371,9.718,297.818,0.682,2.390,Medium
01-03-2025,07:23:00,4,Idle,47.669,2.515,2.169,15.855,3.955,9.385,413.313,0.875,1.486,High
01-03-2025,07:24:00,40,Active,48.687,0.908,9.595,11.478,3.578,3.265,447.065,0.685,7.863,Low
01-03-2025,07:25:00,38,Active,42.239,0.642,6.229,31.621,1.918,6.409,326.002,0.076,9.194,Low
01-03-2025,07:26:00,11,Maintenance,38.055,3.602,9.704,19.199,3.343,7.220,444.130,0.927,13.607,Low
01-03-2025,07:27:00,1,Active,68.669,2.990,4.861,46.219,1.802,6.709,168.620,0.187,2.080,Low
01-03-2025,07:28:00,47,Maintenance,35.571,4.423,3.488,17.812,1.002,0.467,231.344,0.324,7.341,Low
01-03-2025,07:29:00,16,Active,42.986,4.752,3.177,7.957,2.625,1.310,325.412,0.473,10.815,Low
01-03-2025,07:30:00,34,Active,63.164,0.200,2.587,40.343,0.256,3.369,83.860,0.153,14.935,Low
01-03-2025,07:31:00,45,Active,45.716,1.462,2.687,11.477,0.582,7.395,54.714,0.148,5.455,Low
01-03-2025,07:32:00,32,Idle,69.848,4.927,7.591,47.652,2.787,7.804,226.927,0.366,7.954,Low
01-03-2025,07:33:00,44,Active,59.463,0.928,6.959,40.165,4.176,4.408,283.690,0.736,9.965,Low
01-03-2025,07:34:00,46,Active,52.307,3.362,7.375,5.283,3.621,2.169,226.461,0.073,2.802,Medium
01-03-2025,07:35:00,33,Maintenance,85.174,2.264,6.040,25.284,2.619,4.973,448.064,0.156,13.402,Low
01-03-2025,07:36:00,11,Active,51.438,0.735,3.694,47.131,4.187,1.057,486.136,0.422,10.569,Low
01-03-2025,07:37:00,36,Active,53.737,2.180,3.000,22.808,0.680,8.750,197.141,0.007,13.074,Low
01-03-2025,07:38:00,13,Active,80.153,3.257,3.626,15.563,3.221,8.869,82.758,0.017,2.497,Low
01-03-2025,07:39:00,20,Active,51.312,0.677,9.655,34.557,3.945,5.933,200.546,0.610,8.180,Low
01-03-2025,07:40:00,25,Maintenance,49.658,1.876,6.653,1.172,1.676,2.380,265.101,0.324,11.700,Low
01-03-2025,07:41:00,6,Active,50.318,1.641,7.536,45.552,1.302,1.642,243.480,0.262,8.501,Low
01-03-2025,07:42:00,37,Active,48.745,3.516,4.927,8.088,0.885,2.002,93.734,0.197,7.597,Low
01-03-2025,07:43:00,26,Active,69.860,3.058,7.071,23.315,4.667,7.521,66.267,0.671,5.152,Low
01-03-2025,07:44:00,4,Active,70.454,1.349,3.420,26.988,0.292,2.389,218.820,0.096,4.260,Medium
01-03-2025,07:45:00,45,Idle,82.727,1.883,9.593,26.905,0.686,1.665,244.298,0.582,7.789,Low
01-03-2025,07:46:00,26,Idle,84.198,4.368,1.711,27.905,1.573,3.523,302.900,0.400,9.702,Low
01-03-2025,07:47:00,18,Active,69.565,1.110,8.901,30.236,2.361,0.373,310.788,0.100,3.563,Medium
01-03-2025,07:48:00,13,Idle,36.202,0.477,4.156,28.841,2.931,1.980,179.193,0.958,12.951,Low
01-03-2025,07:49:00,8,Active,45.348,2.617,2.457,36.257,0.841,8.515,307.112,0.722,11.438,Low
01-03-2025,07:50:00,47,Active,69.620,0.853,5.068,33.051,2.991,3.184,196.068,0.090,4.450,Low
01-03-2025,07:51:00,33,Active,81.787,2.560,7.194,2.887,2.495,9.132,454.820,0.611,11.448,Low
01-03-2025,07:52:00,43,Active,41.508,3.065,5.459,44.389,1.493,5.579,72.234,0.308,4.122,Low
01-03-2025,07:53:00,16,Active,43.431,4.398,8.813,26.980,4.607,6.540,85.443,0.982,11.272,Low
01-03-2025,07:54:00,42,Active,70.485,0.849,6.792,13.760,0.987,2.843,278.253,0.295,11.889,Low
01-03-2025,07:55:00,39,Active,47.379,2.392,7.017,35.134,2.811,5.563,277.256,0.641,4.047,Medium
01-03-2025,07:56:00,31,Idle,70.847,2.649,4.961,49.763,2.629,9.690,440.582,0.041,6.753,Low
01-03-2025,07:57:00,40,Active,78.770,2.351,2.686,43.925,4.421,2.864,202.707,0.089,1.352,Medium
01-03-2025,07:58:00,23,Active,44.041,4.883,5.291,25.475,0.644,5.028,320.076,0.154,11.750,Low
01-03-2025,07:59:00,16,Active,89.732,3.579,8.857,48.642,3.589,0.799,277.110,0.347,4.597,Medium
01-03-2025,08:00:00,10,Idle,77.822,3.533,5.884,15.078,2.170,3.075,54.405,0.617,2.751,Low
01-03-2025,08:01:00,36,Idle,83.771,1.928,2.397,44.816,1.266,8.105,457.731,0.717,14.216,Low
01-03-2025,08:02:00,31,Idle,85.236,0.874,7.106,22.126,3.055,3.395,63.264,0.919,9.213,Low
01-03-2025,08:03:00,44,Active,54.010,3.042,8.101,14.846,4.735,4.327,136.091,0.190,11.246,Low
01-03-2025,08:04:00,32,Idle,56.100,4.233,8.297,16.822,0.352,3.530,243.502,0.479,14.674,Low
01-03-2025,08:05:00,21,Active,74.483,4.049,7.760,40.213,1.216,3.256,216.870,0.369,7.019,Low
01-03-2025,08:06:00,16,Active,82.330,4.355,6.045,18.776,1.710,8.814,423.111,0.671,11.307,Low
01-03-2025,08:07:00,29,Idle,36.514,4.254,6.504,36.191,3.787,6.239,480.056,0.566,6.325,Low
01-03-2025,08:08:00,50,Idle,49.429,3.897,3.457,22.583,0.568,4.037,423.073,0.282,5.044,Low
01-03-2025,08:09:00,48,Active,66.094,1.233,5.019,40.041,3.545,6.644,284.605,0.902,1.144,Medium
01-03-2025,08:10:00,45,Active,61.198,4.972,7.714,43.712,4.519,5.352,148.184,0.609,8.474,Low
01-03-2025,08:11:00,16,Active,72.467,3.086,4.302,37.799,4.436,9.487,378.547,0.483,11.159,Low
01-03-2025,08:12:00,15,Active,73.825,1.801,2.453,1.141,1.807,9.895,104.607,0.344,2.612,Low
01-03-2025,08:13:00,8,Active,43.332,4.767,3.183,10.375,3.305,6.144,122.719,0.717,14.555,Low
01-03-2025,08:14:00,15,Maintenance,63.580,0.141,9.342,7.833,0.083,7.915,363.457,0.881,11.860,Low
01-03-2025,08:15:00,21,Active,65.937,3.564,5.291,11.717,3.931,7.564,119.472,0.263,6.704,Low
01-03-2025,08:16:00,21,Active,34.953,3.739,8.947,28.421,1.092,3.728,119.668,0.981,2.938,Low
01-03-2025,08:17:00,7,Active,83.350,3.111,7.515,20.764,0.877,5.232,132.106,0.382,10.662,Low
01-03-2025,08:18:00,19,Active,55.200,1.919,8.717,37.989,4.040,9.562,331.952,0.984,1.071,Medium
01-03-2025,08:19:00,22,Active,74.043,3.767,9.872,46.232,4.529,1.330,232.406,0.603,9.065,Low
01-03-2025,08:20:00,46,Idle,66.787,1.426,1.944,8.847,0.398,8.426,211.868,0.175,5.667,Low
01-03-2025,08:21:00,38,Active,65.135,0.406,9.147,18.062,1.889,1.366,72.314,0.909,9.098,Low
01-03-2025,08:22:00,13,Active,57.720,0.689,8.592,39.090,1.390,7.076,368.117,0.639,4.531,Medium
01-03-2025,08:23:00,26,Active,34.706,3.655,1.808,10.360,4.694,9.129,398.059,0.832,9.086,Low
01-03-2025,08:24:00,44,Active,39.357,4.216,8.418,46.513,1.792,9.992,138.759,0.152,1.740,Low
01-03-2025,08:25:00,22,Idle,75.608,4.987,2.354,16.903,2.400,7.405,354.663,0.270,5.544,Low
01-03-2025,08:26:00,7,Active,56.406,3.841,3.483,42.310,4.754,8.498,139.087,0.967,9.299,Low
01-03-2025,08:27:00,35,Idle,74.445,1.051,4.372,14.226,0.276,4.258,373.215,0.419,7.261,Low
01-03-2025,08:28:00,3,Active,40.664,3.093,6.435,40.038,3.636,6.379,302.342,0.879,5.153,Low
01-03-2025,08:29:00,35,Active,57.635,1.343,9.234,38.767,4.723,9.498,359.216,0.436,14.186,Low
01-03-2025,08:30:00,47,Active,65.606,0.773,9.174,21.260,4.390,2.375,165.238,0.519,7.628,Low
01-03-2025,08:31:00,16,Active,72.408,1.646,6.829,46.393,2.829,0.604,216.139,0.171,14.488,Low
01-03-2025,08:32:00,45,Maintenance,77.373,0.117,6.552,49.708,2.355,5.579,111.742,0.767,8.275,Low
01-03-2025,08:33:00,16,Idle,84.435,3.314,7.385,7.600,3.217,7.466,214.984,0.270,8.190,Low
01-03-2025,08:34:00,2,Active,54.082,2.262,2.721,35.232,1.153,8.305,487.509,0.460,7.544,Low
01-03-2025,08:35:00,38,Active,32.343,1.384,3.788,14.576,3.572,1.545,179.444,0.543,13.801,Low
01-03-2025,08:36:00,17,Active,79.990,4.008,5.472,43.897,4.961,5.458,351.606,0.282,11.627,Low
01-03-2025,08:37:00,38,Idle,84.463,2.562,7.457,15.908,3.803,9.357,126.870,0.706,9.494,Low
01-03-2025,08:38:00,24,Active,56.899,3.622,4.641,2.276,0.017,6.010,432.106,0.239,12.093,Low
01-03-2025,08:39:00,22,Active,84.064,0.312,9.941,3.236,3.603,8.835,221.735,0.879,9.021,Low
01-03-2025,08:40:00,50,Idle,75.085,2.348,4.220,44.004,4.201,2.587,420.433,0.264,5.201,Low
01-03-2025,08:41:00,23,Active,40.829,0.394,7.952,14.653,0.782,9.061,347.694,0.310,1.182,Medium
01-03-2025,08:42:00,44,Idle,65.119,3.054,3.949,25.474,4.337,3.792,220.274,0.447,13.828,Low
01-03-2025,08:43:00,19,Active,47.796,1.668,8.386,27.625,2.936,7.242,454.368,0.559,13.854,Low
01-03-2025,08:44:00,44,Active,47.868,4.914,3.574,35.381,4.827,4.486,397.133,0.914,12.321,Low
01-03-2025,08:45:00,22,Active,53.446,1.713,1.610,31.360,1.093,4.584,466.415,0.932,12.608,Low
01-03-2025,08:46:00,17,Active,41.030,3.248,9.894,18.746,4.389,8.826,248.077,0.569,12.066,Low
01-03-2025,08:47:00,2,Maintenance,36.385,1.157,3.056,28.580,4.073,4.416,250.249,0.129,7.087,Low
01-03-2025,08:48:00,14,Active,84.334,4.441,6.105,31.247,1.320,7.288,223.574,0.742,6.210,Low
01-03-2025,08:49:00,28,Active,33.130,1.759,3.184,23.700,0.853,7.309,373.580,0.202,1.314,Medium
01-03-2025,08:50:00,13,Active,38.782,3.346,4.797,18.800,0.639,7.425,305.818,0.537,9.299,Low
01-03-2025,08:51:00,38,Active,88.275,0.662,4.796,36.924,4.416,0.993,171.547,0.518,12.159,Low
01-03-2025,08:52:00,17,Idle,80.201,0.599,8.402,35.191,1.673,3.211,317.426,0.070,11.187,Low
01-03-2025,08:53:00,9,Active,61.601,2.190,3.084,8.972,1.160,0.385,96.805,0.834,10.532,Low
